10 10
164288.2441839792	410206.6657040647	-117025.7451586384	681175.8694978668	542557.6563951741	105331.0909555437	-12630.9365986771	206490.6754969487	106113.1611519396	-417141.9974829491
387896.8095142446	302433.2770976226	-285931.1640818469	-200612.0784165219	80591.4707704813	254218.1874889454	118355.5252446345	-53821.9405556188	606187.6301631528	-95736.3969959498
-178711.2167845140	66288.2878280148	583753.5428931345	-97676.2284791288	25898.7416786923	-154199.7251171084	44163.7269230344	-221570.2607199483	17420.1335894732	722957.5928445461
600435.233227843	-105868.3510970029	-188783.2074390889	655239.683944531	215487.3956575268	-437157.9761594324	-693845.5390101231	291099.5899492319	-372063.8125464593	-1069506.1630986733
-120037.1770428292	380464.7648690384	-200127.6339460801	-285411.9219078298	240965.4022548747	365977.8335959660	73858.7925430087	-96866.6506362249	117344.3533192963	-506506.0846863831
191928.0464560762	-434593.9531160404	252519.4022500580	891137.0109998725	68084.9713370596	-476912.446527648	-515427.4236486701	170867.7399823560	-352904.4701037152	-140260.8621675165
224530.9519153256	583170.220479996	-491119.7511838539	-349197.5393410159	185692.2951906634	445593.8986651389	-409554.6506018691	161314.7851614767	-210036.3818748861	-1233051.9712754048
-474713.4615072049	212404.0506768902	-176172.3267221602	-101655.224725688	-7379.9487994218	88203.2593126804	202119.0427742629	-255048.7313737315	302200.2772804741	-201412.8240405709
-37926.9738277912	12605.2071027148	216489.8269656299	91201.4151349899	100821.9012037769	65816.2018424528	30605.8978141500	-229348.3011846156	298900.1555258833	122019.9253072886
-578669.2886132984	-51263.0607980245	-68061.7278988538	408573.8948322297	-214766.5436853802	-5111.3194091862	445749.8698658444	-18551.1850107050	-80818.6771330548	164178.3491020302
